Frequency (Hz),Channel 1 Magnitude (dB),Channel 2 Magnitude (dB),Channel 2 Phase (deg)
251.188643150958,-0.1899969117863555,-19.2661157436769,79.76191432241436
271.227257933203,-0.5447797480893292,-19.22932619362953,89.61201002377247
292.8644564625238,0.115480264528549,-17.72000191033213,70.72162642111201
316.227766016838,0.001439185627564015,-18.79551163490457,70.77851149459264
341.4548873833605,-0.5078214959035654,-17.59924368177973,79.43243022809385
368.6945064519574,-0.5000538059971272,-16.03242138033127,78.02594873699881
398.1071705534974,-0.313214153671271,-15.94495367900477,72.55713061501001
429.8662347082273,-0.2881591014538462,-14.34211621945802,69.61864769633971
464.1588833612778,-0.2748040238988678,-14.61553785641249,68.28635954407079
501.1872336272725,-0.3635145316022869,-13.56844128917142,67.23837345009923
541.1695265464638,-0.3271202728123367,-12.8327100222605,65.84702206924577
584.3414133735175,-1.087836491982027,-12.06459831066967,72.0487372200493
630.9573444801937,-0.9702488156231402,-11.54657609709872,68.01006036207494
681.2920690579609,-1.664660381155411,-10.62051985584272,72.77293899691871
735.6422544596414,-1.139477441965209,-10.48721494894264,64.96615136740728
794.3282347242815,-1.3615700474974,-9.331198150366861,63.23288130795797
857.6958985908947,-1.479012992079501,-9.355219899902233,62.81808602470673
926.1187281287939,-1.617593679686389,-8.669896664712882,60.56029322649101
1000,-1.88582758596651,-8.054466457532527,59.23634789223291
1079.77516232771,-1.633547239333275,-7.753818119483711,55.16550949370979
1165.914401179831,-2.412644206742056,-6.983095214559567,56.54407380247534
1258.925411794168,-2.423890393794784,-6.670274510328683,53.74607318471988
1359.356390878526,-2.416966162039578,-5.937028442211616,50.14048246074458
1467.799267622069,-2.628086024451057,-5.919974071721755,48.98155049124128
1584.893192461114,-2.787662567243209,-5.723383275526597,47.76600792157005
1711.328304161779,-3.099126575311283,-5.100691379321526,45.39208518815099
1847.849797422291,-3.138245362835666,-4.7973049174475,42.21878482617438
1995.262314968881,-3.257878659159887,-4.56785167053415,40.42751633820706
2154.434690031882,-3.441478671821831,-4.254467771457263,39.09405747769392
2326.305067153627,-3.67305821807377,-3.936410067568729,36.91044609740032
2511.886431509583,-3.88600280069273,-3.620082241145836,34.65062724473626
2712.272579332027,-3.852178392538033,-3.473680769462437,32.64412446915014
2928.644564625238,-3.94268977515843,-3.375506732513169,31.00666465393655
3162.277660168378,-4.022095548872367,-3.014032029100207,28.65491993580093
3414.548873833601,-4.117236599121591,-2.943695175129302,27.66149970861954
3686.945064519577,-4.137099693729963,-2.794200956723194,25.48197707628955
3981.071705534972,-4.204860782170605,-2.693533161458967,23.08010717318035
4298.662347082277,-3.791921799633298,-2.73254926694222,21.14448807911396
4641.588833612778,-4.253622385643362,-2.502738860393637,20.87498023538635
5011.872336272722,-4.603287139488725,-2.261307922880359,19.59955966072683
5411.695265464638,-4.370410971130313,-2.426630165225451,17.95648441247812
5843.414133735176,-4.493116882278654,-2.348742481117739,16.62754879289925
6309.573444801934,-4.462800754617792,-2.197977357752357,15.08293489399082
6812.920690579616,-4.520287999148828,-2.111700286873934,13.49395281056269
7356.422544596415,-4.588622930561581,-2.184732983311539,13.36876903603765
7943.282347242819,-4.713856982709391,-1.944000742774007,12.30904398518676
8576.958985908939,-4.631568870271735,-2.117116316767096,11.3133514090315
9261.187281287939,-4.680671821347421,-2.148089278745538,10.3188099212533
10000.00000000001,-4.779058834100075,-1.969842837522684,10.12127920234674
10797.7516232771,-4.827434901721153,-1.963015577209661,9.239604178458706
11659.14401179832,-4.949827386434747,-1.936364402550023,8.021973660163958
12589.25411794167,-4.919565693194302,-1.970532759793008,7.850071719985834
13593.56390878526,-4.932541905546111,-1.978657171448671,6.668799896072812
14677.99267622071,-5.047418929658108,-1.734813094547014,6.847712494700431
15848.93192461113,-4.830613305419911,-2.058144978979734,5.996435813565185
17113.28304161781,-5.063409416557183,-1.923906135024992,4.806407208128377
18478.49797422292,-4.947011920605394,-1.948764338830632,6.110268059975738
19952.6231496888,-5.030206064195653,-1.968644560929303,5.756482744893958
21544.34690031885,-5.087702387192802,-1.854702736327488,4.758980664378043
23263.05067153625,-5.057629968014231,-1.982577015807244,3.914676420763001
25118.86431509581,-5.015202590580353,-2.064523522372556,3.327792210426836
27122.7257933203,-5.097187854755569,-1.863108678836804,2.967470985234101
29286.44564625236,-5.118234849491984,-1.980018473328285,2.996664847028086
31622.7766016838,-5.226914303803603,-1.811100274367469,2.040703089944898
34145.488738336,-5.199586710557239,-1.849944340291749,1.358382732213784
36869.45064519576,-5.385188203970187,-1.413628003584694,2.51102422644918
39810.71705534975,-5.108837355304048,-1.785152416265263,2.346977714710164
42986.62347082276,-5.379962423021686,-1.873180809488319,0.08785102395081879
46415.88833612781,-4.99560827985165,-1.764535863161114,1.46021114277166
50118.72336272721,-5.438380351002534,-1.771953998102449,0.8840635524855571
54116.95265464637,-5.322591137551495,-1.739463618120089,0.9992041490756982
58434.14133735179,-5.266056167373568,-1.581392558143453,1.143663161975269
63095.73444801931,-5.682310098153814,-1.867833020623552,-0.1823957619934902
68129.20690579615,-5.045778357626302,-1.967740944311828,1.086847944116272
73564.22544596418,-5.756249452488498,-1.614851042390631,-2.171983664061312
79432.82347242815,-5.32738253782076,-1.728781364497125,-2.168977544111414
85769.58985908945,-5.187159392797351,-2.157358178532045,-0.7065858207838573
92611.87281287932,-5.361189145332911,-1.900462347623658,-0.8218700836702908
100000,-5.122416214276106,-1.911821016164629,1.113943457981264
